P_ID;Date;PURQ1;PURQ2_R;PURQ3;PURQ4_R;BELQ1;BELQ2_R;BELQ3_R;BELQ4;BELQ5;BELQ6;COLQ1;COLQ2_R;COLQ3;COLQ4;COLQ5;GROWQ1;GROWQ2;GROWQ3;GROWQ4_R;GROWQ5;GROWQ6;ENGCQ1;ENGCQ2;ENGCQ3;ENGSQ1;ENGSQ2;ENGSQ3;ENGAQ1;ENGAQ2;ENGAQ3;ENGIDQ1;ENGIDQ2;ENGIDQ3;ENGIDQ4;PERFQ1;PERFQ2;PERFQ3;PERFQ4_R;PERFQ5;PERFQ6;PERFQ7;PERFQ8;PERFQ9;PERFQ10;PERFQ11_R;PERFQ12;PERFQ13;PERFQ14_R;PERFQ15_R;PERFQ16_R;PERFQ17_R;PERFQ18_R;RETQ1_R;RETQ2_R;RETQ3_R;Gender;Age;WFH_past_3_months;Position;Education;Income;WFH;int_mean;soc_mean;aff_mean
471;07.05.2021;5;5;5;5;4;5;5;4;4;3;4;5;4;4;4;1;5;5;4;5;5;5;5;5;3;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Male;51 - 60 years;Not at all (I can't work from home);CEO & President;Doctoral Degree (e.g. Ph.D., Dr.);NA;Fulltime;5;3.33333333333333;5
472;07.05.2021;5;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;5;5;4;4;4;5;5;4;4;5;5;4;5;5;5;5;Male;51 - 60 years;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;4.66666666666667;5;5
473;07.05.2021;5;5;2;3;5;3;3;4;5;5;2;3;1;3;2;1;1;1;1;1;1;3;3;4;2;2;2;2;2;4;3;2;3;4;4;4;5;1;4;5;5;5;5;5;5;4;4;3;4;3;2;1;1;1;4;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;3.33333333333333;2;2.66666666666667
474;07.05.2021;5;5;2;3;5;3;3;4;5;5;2;3;1;3;2;1;1;1;1;1;1;3;3;4;2;2;2;2;2;4;3;2;3;4;4;4;5;1;4;5;5;5;5;5;5;4;4;3;4;3;2;1;1;1;4;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;3.33333333333333;2;2.66666666666667
475;07.05.2021;4;5;4;5;5;5;5;5;5;4;4;5;5;5;3;1;1;2;2;4;2;5;5;5;3;3;3;4;4;4;1;3;4;3;4;5;4;5;4;4;5;4;4;4;5;5;4;5;5;5;5;4;1;1;5;Male;31 - 40 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;3;4
476;07.05.2021;5;4;5;4;5;5;5;5;5;5;4;4;5;5;5;1;1;3;4;3;4;5;5;5;3;3;4;4;4;4;3;3;4;4;5;5;5;4;5;5;5;3;4;4;5;4;5;5;4;4;3;3;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;High School;$25.001 - $50.000 a year;WFH;5;3.33333333333333;4
477;07.05.2021;5;1;5;5;4;5;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;4;4;5;5;2;5;4;5;5;5;5;4;4;5;5;5;4;4;5;Male;41 - 50 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;4.66666666666667;4.33333333333333
478;07.05.2021;5;5;5;5;4;5;1;5;5;4;5;4;3;4;5;3;4;3;4;4;4;5;4;4;4;4;3;5;5;5;5;4;5;5;3;4;4;4;4;4;5;4;4;4;4;5;4;3;4;4;4;4;4;4;4;Male;51 - 60 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;4.33333333333333;3.66666666666667;5
479;08.05.2021;5;4;5;5;5;4;5;4;4;4;4;4;5;4;4;4;4;4;4;4;4;5;5;5;4;4;5;4;5;5;5;5;4;4;4;5;5;5;4;5;5;5;5;4;5;5;4;5;5;5;4;5;4;5;5;Male;61 years or older;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;4.33333333333333;4.66666666666667
480;08.05.2021;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;Male;41 - 50 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;5;5
481;08.05.2021;3;4;3;4;4;4;1;4;4;2;5;4;4;5;4;4;3;4;1;3;1;5;5;5;5;3;1;4;3;3;3;3;3;5;3;5;3;4;4;5;5;4;4;3;4;5;2;4;5;5;2;5;2;1;4;Male;41 - 50 years;1 day a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;3;3.33333333333333
482;08.05.2021;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;3;3;3;4;5;4;4;5;4;4;5;5;5;4;4;3;4;3;3;5;5;5;5;4;5;5;5;5;5;2;4;4;5;4;5;5;5;4;4;1;Male;41 - 50 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;WFH;4.33333333333333;4.66666666666667;4.33333333333333
483;08.05.2021;5;5;5;5;5;5;2;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;4;3;5;Male;41 - 50 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4.66666666666667;5;5
484;08.05.2021;5;5;5;5;5;5;2;4;5;4;5;5;4;5;5;4;4;4;5;3;2;5;5;5;4;4;5;5;5;5;4;4;5;5;3;5;5;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;Female;51 - 60 years;1 day a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;4.33333333333333;5
485;08.05.2021;4;2;4;4;4;4;3;4;4;3;4;4;4;4;4;3;3;3;3;3;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;3;2;4;Male;41 - 50 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4;3.66666666666667;4
486;08.05.2021;3;3;5;5;5;5;4;5;5;3;5;5;5;5;5;3;1;4;1;2;4;5;4;4;4;4;2;5;4;4;1;4;1;1;4;4;4;3;4;4;4;4;4;4;4;5;5;5;5;5;5;1;1;1;1;Male;41 - 50 years;2 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4.33333333333333;3.33333333333333;4.33333333333333
487;08.05.2021;5;5;4;5;5;4;5;5;4;5;5;4;5;5;5;4;5;5;5;5;5;4;5;5;4;5;4;4;4;4;5;5;5;5;4;5;4;4;4;5;5;5;5;4;4;5;4;5;5;5;5;4;5;5;5;Male;41 - 50 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4.66666666666667;4.33333333333333;4
488;08.05.2021;5;5;4;5;5;4;5;5;4;5;5;4;5;5;5;4;5;5;5;5;5;4;5;5;4;5;4;4;4;4;5;5;5;5;4;5;4;4;4;5;5;5;5;4;4;5;4;5;5;5;5;4;5;5;5;Male;41 - 50 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4.66666666666667;4.33333333333333;4
489;08.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;Male;41 - 50 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;5;5
490;08.05.2021;5;3;4;4;5;5;5;5;5;5;5;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;3;2;3;4;3;3;4;4;4;4;4;5;3;2;4;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;4;4;4
491;08.05.2021;5;3;4;4;5;5;5;5;5;5;5;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;3;2;3;4;3;3;4;4;4;4;4;5;3;2;4;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;4;4;4
492;08.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Female;31 - 40 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;3.66666666666667;5;5
493;08.05.2021;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;1;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;3;3;4;4;4;5;5;5;5;5;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;5;4.66666666666667;5
494;08.05.2021;4;5;5;5;4;5;5;4;4;3;4;2;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;5;4;4;5;5;5;5;5;5;5;2;Male;51 - 60 years;Not at all (I can't work from home);People Manager;Master Degree  (e.g. MA, MSc, MBA);NA;Fulltime;4;4;4
495;08.05.2021;5;5;5;5;5;5;2;4;5;4;5;5;4;5;5;4;4;4;5;3;2;5;5;5;4;4;5;5;5;5;4;4;5;5;3;5;5;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;Female;51 - 60 years;1 day a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;4.33333333333333;5
496;08.05.2021;3;3;4;4;4;3;5;4;4;3;2;2;3;3;4;1;2;2;4;2;3;4;4;4;3;2;2;3;2;2;2;3;2;2;3;3;3;3;3;5;4;3;2;4;5;5;4;5;5;5;5;5;4;2;5;Female;41 - 50 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;4;2.33333333333333;2.33333333333333
497;08.05.2021;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;3;3;3;4;5;4;4;5;4;4;5;5;5;4;4;3;4;3;3;5;5;5;5;4;5;5;5;5;5;2;4;4;5;4;5;5;5;4;4;1;Male;41 - 50 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;WFH;4.33333333333333;4.66666666666667;4.33333333333333
498;08.05.2021;3;5;5;5;5;5;5;5;4;4;4;3;3;3;3;3;3;3;3;3;3;5;5;5;4;3;3;4;5;5;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;3;Male;31 - 40 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;5;3.33333333333333;4.66666666666667
499;09.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;4;4;Male;41 - 50 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;5;5
500;09.05.2021;1;5;1;5;3;3;3;3;3;3;3;3;3;3;3;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;2;2;2;2;2;2;4;2;2;4;4;4;4;4;4;4;4;Other;31 - 40 years;Every day ( 5 days a week or more);Employee;Other;More than $150.000 a year;WFH;1;1;1
501;09.05.2021;5;5;5;5;4;4;4;4;4;3;5;5;5;5;5;2;1;3;3;3;3;5;5;5;5;5;4;4;4;3;3;3;4;4;5;5;5;4;5;5;5;5;5;5;3;4;5;4;5;4;3;5;1;1;5;Female;41 - 50 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;5;4.66666666666667;3.66666666666667
502;09.05.2021;4;1;2;2;5;5;3;2;4;2;4;5;3;4;3;1;1;3;1;3;2;4;5;5;4;3;5;3;4;4;2;1;5;4;5;4;2;3;4;4;4;5;5;4;4;4;4;4;5;2;5;4;1;1;4;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;4.66666666666667;4;3.66666666666667
503;09.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;5;Male;51 - 60 years;Not at all (I can't work from home);CEO & President;Doctoral Degree (e.g. Ph.D., Dr.);More than $150.000 a year;Fulltime;5;5;5
504;09.05.2021;5;2;5;1;5;4;2;4;2;5;3;1;3;3;3;2;5;5;1;3;5;3;5;5;2;5;4;3;5;4;4;3;5;3;5;4;5;3;5;4;4;3;4;3;3;5;5;3;1;4;1;4;1;2;3;Male;41 - 50 years;3 days a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4.33333333333333;3.66666666666667;4
505;09.05.2021;3;2;4;4;4;4;2;3;3;3;3;3;3;3;4;3;3;3;4;2;2;5;5;5;4;3;4;3;2;2;4;4;3;3;1;4;3;3;3;2;4;3;3;4;4;4;4;2;2;1;1;2;4;3;3;Male;41 - 50 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;5;3.66666666666667;2.33333333333333
506;09.05.2021;4;5;3;3;4;4;4;3;3;2;5;3;3;3;3;2;2;2;2;2;3;5;5;5;4;3;4;3;3;4;2;2;2;4;4;4;4;4;4;4;4;4;4;3;4;3;4;5;4;4;2;2;4;4;5;Male;31 - 40 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;3.66666666666667;3.33333333333333
507;09.05.2021;5;5;5;4;4;3;1;5;4;3;5;2;4;4;4;4;5;4;5;3;2;4;4;4;3;5;5;4;4;4;5;4;5;5;4;5;4;5;4;5;5;5;5;4;4;5;5;1;5;5;1;5;5;5;5;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;4;4.33333333333333;4
508;09.05.2021;5;5;4;4;4;4;4;4;4;4;4;5;4;4;5;2;3;3;3;2;4;4;4;5;4;4;4;5;4;4;4;4;5;5;4;5;5;4;4;4;5;5;5;4;5;5;4;4;5;4;5;5;3;2;5;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4.33333333333333;4;4.33333333333333
509;09.05.2021;5;5;5;5;4;1;5;5;5;5;5;3;3;1;1;1;1;5;5;1;3;5;5;5;5;5;1;3;5;5;5;5;5;5;1;5;5;5;3;5;5;5;5;5;5;5;5;5;5;3;3;5;1;1;3;Male;31 - 40 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Fulltime;5;3.66666666666667;4.33333333333333
510;09.05.2021;4;5;4;5;4;4;5;4;5;5;4;5;4;3;5;3;3;4;4;3;3;4;5;5;5;3;3;4;5;5;4;4;4;5;4;4;5;5;4;5;5;4;4;4;5;4;4;4;5;5;5;4;5;5;4;Male;51 - 60 years;1 day a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;4.66666666666667;3.66666666666667;4.66666666666667
511;09.05.2021;4;5;4;5;4;4;5;4;5;5;4;5;4;3;5;3;3;4;4;3;3;4;5;5;5;3;3;4;5;5;4;4;4;5;4;4;5;5;4;5;5;4;4;4;5;4;4;4;5;5;5;4;5;5;4;Male;51 - 60 years;1 day a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;4.66666666666667;3.66666666666667;4.66666666666667
512;09.05.2021;5;5;4;4;4;4;4;4;4;4;4;5;4;4;5;2;3;3;3;2;4;4;4;5;4;4;4;5;4;4;4;4;5;5;4;5;5;4;4;4;5;5;5;4;5;5;4;4;5;4;5;5;3;2;5;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4.33333333333333;4;4.33333333333333
513;09.05.2021;5;5;5;5;5;5;3;5;5;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;5;5;5
514;09.05.2021;3;1;5;1;5;5;5;4;5;5;4;4;4;4;5;1;1;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;5;5;4;4;4;5;4;4;5;5;5;5;5;2;3;4;Female;31 - 40 years;2 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4;4;4
515;09.05.2021;5;4;3;3;4;3;3;4;5;5;3;5;4;3;4;1;1;4;3;2;1;5;5;5;5;5;5;3;4;4;3;3;2;5;4;4;4;3;4;5;5;5;5;3;5;5;5;4;5;5;5;5;1;1;2;Male;51 - 60 years;Not at all (I can't work from home);Vice President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Fulltime;5;5;3.66666666666667
516;09.05.2021;5;1;5;5;5;4;4;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;4;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;Female;51 - 60 years;Every day ( 5 days a week or more);Director;Doctoral Degree (e.g. Ph.D., Dr.);$75.001 - $100.000 a year;WFH;5;5;5
517;09.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;5;5;3;4;3;3;3;4;4;5;Female;41 - 50 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;5;5;5
518;09.05.2021;5;2;5;1;5;4;2;4;2;5;3;1;3;3;3;2;5;5;1;3;5;3;5;5;2;5;4;3;5;4;4;3;5;3;5;4;5;3;5;4;4;3;4;3;3;5;5;3;1;4;1;4;1;2;3;Male;41 - 50 years;3 days a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4.33333333333333;3.66666666666667;4
519;09.05.2021;5;4;3;3;4;3;3;4;5;5;3;5;4;3;4;1;1;4;3;2;1;5;5;5;5;5;5;3;4;4;3;3;2;5;4;4;4;3;4;5;5;5;5;3;5;5;5;4;5;5;5;5;1;1;2;Male;51 - 60 years;Not at all (I can't work from home);Vice President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Fulltime;5;5;3.66666666666667
520;09.05.2021;4;3;4;4;4;4;2;3;4;3;3;4;4;5;3;4;4;4;1;5;4;4;4;4;5;5;4;4;5;5;5;5;5;5;5;4;4;4;5;4;4;4;4;4;4;4;4;2;5;4;5;5;5;3;2;Male;41 - 50 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;4;4.66666666666667;4.66666666666667
521;09.05.2021;3;4;2;1;2;3;1;2;2;2;1;5;2;2;2;1;1;1;1;3;1;5;5;5;4;4;5;2;3;5;2;2;3;1;5;5;5;4;5;5;4;5;5;5;4;4;5;2;5;4;3;3;2;1;2;Male;31 - 40 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;5;4.33333333333333;3.33333333333333
522;09.05.2021;4;2;3;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;4;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;2;2;3;Female;41 - 50 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;3;3;3
523;10.05.2021;5;4;5;5;5;5;4;5;5;3;5;2;5;5;5;5;5;5;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;4;5;4;5;5;3;1;3;Male;41 - 50 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;5;5;5
524;10.05.2021;4;4;5;4;5;4;3;4;4;3;4;5;4;4;4;4;4;4;5;4;3;5;5;5;4;4;3;5;5;5;5;5;5;5;3;4;4;3;3;5;5;4;4;4;5;5;5;5;5;5;2;5;3;3;5;Male;41 - 50 years;Every day ( 5 days a week or more);Director;Doctoral Degree (e.g. Ph.D., Dr.);NA;WFH;5;3.66666666666667;5
525;10.05.2021;5;5;5;5;4;5;5;5;5;4;4;5;4;3;4;4;3;3;3;3;3;5;5;5;2;1;2;4;4;4;4;3;4;5;3;3;4;3;4;5;5;5;5;5;2;5;5;5;5;5;3;3;2;3;2;Male;41 - 50 years;2 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;1.66666666666667;4
526;10.05.2021;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;5;5;4;4;5;5;5;3;3;4;4;5;5;5;4;5;4;3;4;4;4;5;3;3;5;5;5;5;5;3;3;2;Male;41 - 50 years;Every day ( 5 days a week or more);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;4.33333333333333;4.33333333333333;5
527;10.05.2021;5;5;5;5;5;5;4;4;4;4;5;5;4;5;5;4;4;4;2;3;3;5;5;5;4;4;5;4;4;4;4;3;3;4;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;Female;51 - 60 years;Every day ( 5 days a week or more);CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;WFH;5;4.33333333333333;4
528;10.05.2021;5;1;5;5;4;5;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;4;4;5;5;2;5;4;5;5;5;5;4;4;5;5;5;4;4;5;Male;41 - 50 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;4.66666666666667;4.33333333333333
529;10.05.2021;4;4;4;4;4;4;5;3;3;2;4;4;3;3;1;3;1;1;3;3;4;4;4;3;3;3;3;3;3;3;2;2;3;3;4;4;2;4;3;4;4;4;4;4;4;4;3;4;3;5;1;1;3;3;3;Male;41 - 50 years;4 days a week;Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;3.66666666666667;3;3
530;10.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;4;5;4;4;4;5;5;4;4;5;5;5;4;5;5;5;4;5;5;5;5;Male;51 - 60 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;4.33333333333333;5
531;10.05.2021;5;5;5;5;4;4;5;3;3;3;4;5;3;3;5;3;3;3;3;3;3;5;5;5;3;3;3;4;4;5;3;3;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;3;5;5;3;3;3;3;3;Male;31 - 40 years;2 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;3;4.33333333333333
532;10.05.2021;4;1;4;2;3;3;1;3;3;1;2;2;2;2;3;3;3;3;1;4;3;5;5;5;4;2;3;3;2;5;2;4;4;3;3;5;5;3;4;4;4;4;3;4;2;4;4;5;4;4;3;4;1;1;4;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Fulltime;5;3;3.33333333333333
533;10.05.2021;3;4;3;2;5;4;3;3;4;4;3;5;3;4;5;3;3;5;4;1;1;5;5;5;3;3;3;5;5;5;5;4;2;4;3;5;4;2;4;5;5;3;3;5;5;5;5;5;5;2;5;5;2;1;3;Male;41 - 50 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;WFH;5;3;5
534;10.05.2021;5;4;5;4;5;5;4;4;5;4;5;4;3;5;4;4;4;4;2;4;3;4;5;5;4;3;4;3;3;4;4;4;4;5;5;4;4;2;5;4;4;3;4;4;2;4;4;2;2;2;2;2;2;2;2;Male;41 - 50 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;4.66666666666667;3.66666666666667;3.33333333333333
535;10.05.2021;4;5;4;5;4;4;4;5;5;4;4;4;4;4;2;4;4;4;5;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;5;Female;31 - 40 years;4 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4;3;4
536;10.05.2021;4;4;4;2;4;4;3;4;4;2;4;4;2;2;3;2;2;2;4;3;3;4;4;4;3;3;2;4;3;3;3;2;2;4;4;4;4;2;4;4;4;4;4;4;4;4;3;4;4;4;4;4;2;2;4;Female;41 - 50 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Fulltime;4;2.66666666666667;3.33333333333333
537;10.05.2021;4;4;4;4;5;5;5;5;4;5;4;4;4;4;4;3;3;4;3;4;3;5;5;5;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;5;4;5;5;5;5;3;1;5;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;5;4.33333333333333;4.66666666666667
538;10.05.2021;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;3;3;4;5;3;2;4;4;5;4;4;3;4;5;5;4;5;4;5;4;5;5;5;4;4;5;4;4;4;4;4;4;5;5;5;5;5;4;3;4;Male;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4.33333333333333;3.66666666666667;4.66666666666667
